Nome,Volume,Num Pagina,Numeração,Categ_atrativo,N° da Subcategoria,N° de Entrada,Categoria,Subcategoria,Localização,Bairro/Colônia,CEP,GPS,Descrição,Descrição2,Área,Celular/Whatsapp,Telefone Fixo/whatsapp,Tombado,Proprietário/Responsável,email,Midias Sociais,website,Reserva,Horário,"Observações, Serviços e Equipamentos",Acessibilidade,Como chegar,Destaque,Data de inauguração,Estacionamento,Capacidade máxima,Restrições,Especialidade,Receitas autorais,Cadastur,N° de Leitos solteiros,N° de Leitos casais,N° de unidades habitacionais,Autoria
Stradiotto Hotel,Volume II,398,386,5,4,33,Equipamentos e Serviços,Hospedagem,"R. Visc. do Rio Branco, N° 3015",Jardim Cruzeiro,83005-420,"-25.539893491546874, -49.1922818515058"," Hotel simples, localizado na região central da cidade, à beira da Av. das Torres. É uma opção prática para quem precisa de estadia rápida. Possui restaurante interno, está próximo a ponto de ônibus da rede pública e permite fácil deslocamento para o centro da cidade e diversos atrativos turísticos.",,Urbana,,"41328247,19",,,,,,Siim,24h,Aceita animais de estimação,Não,,,,Sim. Sujeito a disponibilidade,82 pessoas,Aceita animais de estimação de pequeno porte mediante taxa,,,Não,30,26,56,
,Volume II,399,,,,,Equipamentos e Serviços,Locadoras de Veículos,,,,,,,,,,,,,,,,,,,,,,,,,,,Não,,,,
RESTAURANTES,Volume II,400,387,5,5,1,Equipamentos e Serviços,Locadoras de Veículos,,,,,,,,,,,,,,,,,,,,,,,,,,,Não,,,,
,Volume II,401,,,,,Equipamentos e Serviços,Restaurantes,,,,,,,,,,,,,,,,,,,,,,,,,,,Não,,,,
Abbey,Volume II,402,396,5,6,1,Equipamentos e Serviços,Restaurantes,"R. Voluntários da Pátria, 813",Centro,83005-020,"-25.540486810403504, -49.199165319580494","Restaurante localizado em  casarão do início do século XX, possui um ambiente sofisticado e aconchegante, muito bem decorado e planejado. Possui um salão para eventos independente, com total isolamento de som e ambiente exclusivo.","Oferece uma variedade de pratos da gastronomia  de diversos países, almoço executivo e  eventos personalizados. Possui mesas na área externa para os românticos e vários lugares que proporcionam belas fotos  para quem curte fotografia e arquitetura.",Urbana,,(41) 3382-6015,,-,eventos@abbey.com.br,@abbeygastronomiaeeventos,www.abbey.com.br,"Sim, mas atende para almoço sem reservas.","Almoço: Seg. a Sex: 11:30h às 14:45h. Sab, Dom  e Feriados: fechado.","Almoço executivo, wi-fi,  entrega, almoço para viagem, mesas  em área externa, entre flores e pérgola,  realiza eventos temáticos, salão de eventos independente.",Sim,"3,5 Km do aeroporto;  encontra-se no centro; 900 m da Av. das Torres/BR 376",Almoço executivo com pratos da gastronomia de vários países; arquitetura do início do século XX.,Casa de 1910. Restaurante aberto em 2001,Local fácil de estacionar.,,Cães podem ficar na área externa do restaurante.,Gastronomia contemporânea; eventos personalizados,Sim,Não,,,,
Alecrim Dhourado,Volume II,403,397,5,6,2,Equipamentos e Serviços,Restaurantes,"R. Joaquim Nabuco, 1682",Cidade Jardim,83040-210,"-25.529105988959486, -49.202763332492864","Eleito um dos 10 melhores lugares para se almoçar na cidade, foi reconhecido com o Prêmio Bom Gourmet em 2022. O ambiente é acolhedor e bem decorado, com atendimento atencioso e sorridente.","Possui um cardápio diversificado com pratos elaborados e saborosos, utilizando ingredientes frescos e incluindo receitas tradicionais e opções vegetarianas.  As sobremesas são feitas com carinho e ingredientes de alta qualidade.",Urbana,,(41) 3146-1818,-,-,alecrimdouradoet@gmail.com,@alecrimdhourado,-,-,Seg a Sab: 11:30h às 14:00h; Sáb:,"Buffet de comida brasileira, wi-fi",Sim,"3,5 Km até o aeroporto; encontra-se no centro;  1 Km até a Av. das Torres.","Ambiente aconchegante, pratos muito bem preparados, boas opções vegetarianas, atendimento atencioso.",-,Não. Estacionamento gratuito na rua.,48 pessoas,-,Gastronomia brasileira,"Sim, o cardápio é variado com várias receitas da casa",Não,,,,
Âncora - petisco & frutos do mar,Volume II,404,398,5,6,3,Equipamentos e Serviços,Restaurantes,"R. Castro, 1085",Cruzeiro,83010-080,"-25.54308019416208, -49.180889633072084","Restaurante temático, local familiar, bem humorado. Experiências gastronômicas com frutos do mar  bem preparadas e acessíveis para toda a família. Tem opções para quem não curte frutos do mar, chopp artesanal, chopp de vinho em taças ultra geladas.","O pirata e sua tripulação servem aos  clientes que aparecem a bordo. Possui espaço para diversão das crianças e um mapa do tesouro pintado na parede, convidando clientes de todas as idades a encontrarem a sua preciosidade.",Urbana,(41)9 9536-3416,,-,Casal Elisa e Edilson Gomes da Silva,petiscosfrutosdomar@gmail.com,@ancorapetiscosfrutosdoma,https://linktr.ee/ancorapetiscosefrutosdomar,Sim.  Atende mesas sem reserva mas recomenda reservar antes.,"Ter, Qua, Qui, e Dom:  18:30h às 23:00h; Sex e Sáb: 18:30h à 00:00h; Fecha às Seg. Feriados: horário pode variar","Wi-fi, espaço para crianças, consumo no local,  desconto para aniversariantes, porções individuais,  cliente pode montar sua tábua  com 3 ou mais itens",sim,"1,8 Km do aeroporto; 2,3 Km do centro;  1,3 Km da Av. das Torres","Frutos do Mar, local pra toda a  família",,,,,Frutos do mar e petiscos,Sim,Não,,,,
Aria verde,Volume II,405,399,5,6,4,Equipamentos e Serviços,Restaurantes,"R. João Berger, 544",Colônia Mergulhão,,"-25.565067547397835, -49.127223942653956","Localizado no Caminho do Vinho, o estabelecimento foi criado como um espaço de lazer rural, com foco em gastronomia e atividades para a família. Oferece um conceito que integra entretenimento, natureza e boa comida. Atende ao público aos finais de semana e sua estrutura é adaptável a eventos sociais e corporativos. ","Como atividades de lazer oferece pista de mini-golf para adultos e crianças, passeio à cavalo e brinquedos infláveis. As atividades são gratuitas para crianças abaixo de 6 anos, devendo os demais adquirem ingresso para as respectivas atividades. Não cobra entrada no espaço da chácara, permitindo que as pessoas usufruam da área de lazer.",Rural,41 9812-9675,,,,ariaverdeminigolf@gmail.com, @aria.verde,www.ariaverde.com.br,Sim,"Feriados, Sex a Dom: 13:30h às 17:30h; Restaurante: 11:30h às 15:00h. Os horários podem variar em alguns feriados.","Pista de mini‑golf com 18 pistas, padrão esportivo, para adultos e crianças; passeio a cavalo, brinquedos infláveis, redário, um salão interno para 200 e outro para 220 pessoas, área verde externa. As atividades de lazer são gratuitas para crianças abaixo de 6 anos",Sim,"10 Km até o aeroporto, 11 km até o centro; 4 Km até a BR 116",A chácara posssui  a segunda pista de mini golf do país com as medidas internacionais do esporte.,2019,,420 pessoas distribuidas em 2 salões,"É proibido entrar com bebidas ou alimentos não adquiridos no local, bem como levar alimentos para a área do bosque ou do minigolfe, usar som alto e trafegar acima de 10 km/h.",,,Não,,,,
Aromas da Terra (Restaurante da Salete),Volume II,406,400,5,6,5,Equipamentos e Serviços,Restaurantes,R. Benjamim Claudino Barbosa,Colônia Zacarias,83025-323,"-25.575200799178067, -49.22181532401232","Também conhecido como ""Restaurante da Salete"", o restaurante fica próximo ao Patronato Santo Antônio e serve comida caseira reconhecida pelo capricho e pelo sabor.",O restaurente fica na parte superior de lojas comerciais e possui uma placa discreta.,Rural,(41)9 9107-9085,,,Maria Salete Rodrigues Farias,restaurantearomasdaterra@gmail.com,@restaurantearomasdaterra; @cheffsaleterodrigues;,-,-,Seg a Dom: 11:00h às 24:00h. Horário pode variar nos feriados,"Comida no local e para levar; fornece alimentos para eventos, já tendo atendidos grandes casas de eventos da região.",Não,9 Km do aeroporto;  5 Km do centro; 650m da BR 376,"Comida brasileira caseira, simples e saborosa",,sim,55 pessoas sentadas,,"Comida brasileira caseira, simples e saborosa",,Não,,,,
Assados da Cabanha,Volume II,407,401,5,6,6,Equipamentos e Serviços,Restaurantes,"Rua Domingos Perbiche, 1446",Murici,83085-230,"-25.59450214479526, -49.13679765234388","Criado  em um antigo  local de criação de cavalos para competições, é conhecido como o local do artesanato da carne na Colônia Murici. Oferece várias opções de carnes preparadas de forma rústica  usando técnicas como o uso do   ferro em brasa.","As receitas são autorais e as carnes rigorosamente selecionadas. O restaurante proporciona experiências gastronômicas preparadas com  pinhão, sobremesas variadas, chopp gelado e  os drinks também rústicos.  O local possui uma bela arquitetura  onde predom",Rural,(41)9 8846-8588,,-,Casal Ana Bernadete Grochocki  e Rodrigo Miranda,contato@assadosdacabanha.com.br,@assadosdacabanha,www.assadosdacabanha.com.br,Preferencialmente com reservas.  Atende algumas mesas sem reserva de quinta à sábado. Domingo: somente com  reserva.,"Qui e Sex: 18:30h às 22:30h
Sáb: 11:30h às 22:30h
Dom: 11:30h às 15:00h","Jantar em ambiente interno, lareira, wi-fi, estacionamento, Pets são permitidos na área externa.

Porções generosas
·
Ótima comida
·
Interior estiloso",-,"11 Km do aeroporto, 6 Km aprox da BR 11k, aprox. 12 Km do centro","Carnes  e hamburgueres preparados de forma rústica, maçã assada na parrilha caramelizada",,Possui espaço aberto para estacionamento de carros e ônibus.,,"O circuito de minigolfe deve ser utilizado exclusivamente para a prática do jogo, sendo vedado transformá-lo em área de recreação infantil.","Artesanato da carne, carnes na parrilla, hamburgeres artesanais, porções e sobremesas feitas na brasa","sim, toda a preparação é própria da técnica do Assados na Cabanha",Não,,,,
Bambino Mio,Volume II,408,402,5,6,7,Equipamentos e Serviços,Restaurantes,"R. Marcelino Nogueira, 775",Centro,83005-370,"-25.533252909402538, -49.19519344902345","Possui um ambiente rústico, charmoso e acolhedor. Destaca-se pela culinária italiana, oferecendo um cardápio à la carte com massas, carnes e frutos do mar. Pratos como Filet Marítimo, Risoto de Camarão com Palmito Pupunha e Medalhão Bambino são destaques.","As massas são feitas artesanalmente e servem duas pessoas. Durante o inverno, fondues são oferecidos, e as sobremesas incluem opções como frutas flambadas e petit gateau.  Além disso, possui um salão de eventos disponível.",Urbana,,(41) 3283-5600,-,-,-,@restaurantebambinomio,www.bambinomio.com.br,"Aceita reservas para jantar, celebrações, aniversários, café colonial",Ter a Sáb: 11:30h às 15:00h. Dom:  11:30h às 15:30h.   Horário pode variar  em feriados.,"Cardápio à la carte que inclui massas, carnes e frutos do mar;  locação para eventos corporativos, café colonial, jantares, casamentos.",Sim,"3,5 Km do aeroporto; encontra-se no centro; menos de 500 m da Av. das Torres",Comida italiana com massas artesanais e frutos do mar.,,Não. Estacionamento gratuito na rua.,,,"massas artesanais, comida italiana e frutos do mar",Sim,Não,,,,
Barranko´s Bar  e Gastronomia,Volume II,409,403,5,6,8,Equipamentos e Serviços,Restaurantes,Rua Júlio Cesar Setenareski 3635,Colônia Mergulhão,83085-290,"-25.570302030102546, -49.1155050137087","Galpão estilo colonial e rústico com fogão a lenha aquecendo o ambiente e garçons animados. É um ambiente para famílias e amigos que apreciam  música ao vivo, petiscos e bebidas, caldos variados e cerveja.","Possui amplo deck  que permite apreciar a paisagem do Caminho do Vinho, oferece pinhão na chapa na temporada do pinhão e área destinada à diversão das crianças e área para animais de estimação.",Rural,(41)9 9199-3293,,,-,-,@barrankos_bar,https://www.caminhodovinho.tur.br/barrankos-bar/,-,Sex e Sáb: 18:00h às 00:00h; Dom: 12:00h às 19:00h,"Mesas e cadeiras nas áreas internas e externas, deck,  galpão rústico,  fogão à lenha; Serve carnes   selecionadas na chapa  tais como, tilápia, rã, coração acebolado além da típica carne de onça e  outras porções; drinks",Sim,10 Km até o aeroporto; 10 Km até o centro; 6  Km até a BR 116,Tilápia espalmada – peixe aberto ao meio com um corte longitudinal,-,Sim,200 pessoas,Utilizar somente os materiais fornecidos no local para a prática do minigolfe e devolver todos os itens após o uso.,"Música ao vivo,  porções,",-,Não,,,,
Batata da Vila,Volume II,410,404,5,6,9,Equipamentos e Serviços,Restaurantes,"R. Mal. Deodoro da Fonseca, 247",Centro,83005-350,"-25.536482756928425, -49.1991934505493","Boteco antigo e famoso pela variedade em petiscos e porções onde a  batata é o ingrediente principal. O carro-chefe é a batata suíca mas oferece porções, cerveja, vinho, bebidas geladas, destiladas  e também a pizza de massa de  batata.","Espaço rústico, ambiente familiar, simples,  para descontrair e conversar com amigos e família. Discreto, não usa muito as midias sociais. Mais conhecido por indicação boca a boca. Oferece música ao vivo.",Urbana,,(41) 3384-4484,-,-,,@batata-da-vila (não muito utilizado),-,Aceita reservas.,Seg a Dom: 17:30h às 23:00h. Horários podem variar nos feriados.,"Wi-fi; embala para viagem, possui mesas e cadeiras em ambiente interno.",Sim,"4 Km do aeroporto; encontra-se no centro; 1,5 Km ate a BR 277/Av. das Torres","Batata Suíca preparada de diferentes formas, com destaque para a recheada com costela e provolone; pizza de batata e  bala baiana.",,Não. Estacionamento nas ruas laterais.,50 Pessoas,"Em caso de perda ou não devolução, aplicar as penalidades previstas.",Pratos a base de batata,Sim,Não,,,,
Brutz - shopping,Volume II,411,405,5,6,10,Equipamentos e Serviços,Restaurantes,"Rua Dona Izabel A Redentora, 1434, loja 244 - Shopping São José",Centro,83005-010,"-25.537143587135308, -49.20430631443846","Restaurante que oferece carnes nobres,  porções, hamburgueres,  saladas, saladas, em um ambiente tranquilo dentro do shopping da cidade. Oferece também coquetéis artesanais.",Possui um  espaço tipo deck que proporciona um ambiente privativo e descontraído para reunir com amigos ou tomar uma cerveja tranquilamente.,Urbana,(41)9 9978-6392,,-,-,contato@brutz.com.br,@brutzoficial,https://www.brutz.com.br/,Sim,"Seg a Sáb: 11:00h às 22:00h
Domingo: 12:00h às 20:00h","Comida no local, delivery,",sim,"1,8 Km do aeroporto; encontra-se no centro;  2Km da BR 116",Ótimo local para happy hour.,,Sim. O mesmo estacionamento do Shopping.,140 pessoas,,"Carnes nobres, hamburgueres, chopp gelado.",Sim,Não,,,,
Calçadão,Volume II,412,406,5,6,11,Equipamentos e Serviços,Restaurantes,"Rua Quinze de Novembro, 1592 Estacionamento: Rua Dona Izabel A Redentora, 1581",Centro,83005-000,"-25.53716259679441, -49.203106365613294","O restaurante  oferece uma ótima opção de café colonial e almoço estrategicamente localizado no centro da cidade. Possui uma estrutura grande, sendo capaz de absorver grandes grupos mesmo com o funcionamento normal dos clientes do dia a dia",Possui  várias  opções de salgados e  doces no café colonial e de  pratos salgados e sobremesas no almoço. Também oferece pães  de fabricação própria. O estacionamento é grande e fica na rua lateral da entrada principal do estabelecimento.,Urbana,(41)9 9979-0219,,-,,,@calcadaosjp,https://linktr.ee/calcadaosjp,-,Café Colonial -  Seg a Sáb: 8:45h às 18:15h. Almoço -  11:45h às 15:00h; Dom: Fechado,"Comida brasileira, café colonial no centro da cidade durante todo o dia, estrutura para receber grandes grupos, atendimento rápido, acessibilidade, embala para viagem.",Sim,4 Km do aeroporto; encontra-se no centro da cidade; 2 Km da Av. das Torres.,Café colonial no centro da cidade; atendimento rápido.,,"Sim, na rua lateral da entrada principal.",,Encomenda de salgados com 1  2 dias de antecedência e bolos com 2 dias de antecedência.,Atendimento rápido de grandes grupos no centro da cidade para café colonial e comida brasileira.,Sim.,Não,,,,
Cantina Zanchetta,Volume II,413,407,5,6,12,Equipamentos e Serviços,Restaurantes,"R. José Zancheta Filho, 3555 -","Campina do Taquaral, Rota das Colônias",83021-430,"-25.611769336404986, -49.20757273389984","Local que convida as clientes a mergulharem na cultura italiana, oferecendo pratos centenários da família Zanchetta tais como polenta cortada no fio e vinho, polenchetta, polenta com frango caipira, proporcionando uma autêntica experiência italiana.","Além de refeições e café colonial ao ar livre em um belo parreiral oferece experiências tais como Café no Parreiral, Merendin, Pisa na Uva, Meu Pé de Parreira, Sapecada de Pinhão. Reúne  sabores, história,  tradição e amor pela cultura italiana.",Rural,(41)9 9965-5494,,,José Zanchetta,cantinazanchetta@gmail.com,@cantinazanchetta,linktr.ee/cantinazanchetta; www.cantinazanchetta.com.br,Aceita reservas. Recomenda ligar para saber os horários e disponibilidade.,"Sab e Dom: 11:30 às 14:30h (Ligar antes). Realiza a ""Noite italiana"" às quartas-feiras. Consultar programação nas mídias sociais. Fecha na Sexta-Feira Santa.","Wi-fi, mesas ao ar livre  debaixo do parreiral, pequeno museu que conta a história da Família Zanchetta; forno a lenha;  turismo de experiência, lazer ecopedagógico no parreiral,  participa do projeto ""Aulas no Campo""; possui opções vegetarianas e veganas",Sim,"13, 4 Km  (via R. Nestor Negoseke) e 16,6 Km (via R. José Zanchetta Filho) do aeroporto;  11 Km do centro;  7 Km da BR 376","Prêmio Assai Bons Negocios 2019 e 2020, Premio Turismo Sustentável  Audi e Boticário 2023. Oferece kits com batata smiles para crianças. Clientes podem visitar a cozinha",,Sim,Varia de acordo com o evento. Restaurante 120 pessoas; Café no parreiral: 100 pessoas.,Não pode dizer que não quer engordar,Gastronomia italiana,"Sim. Polenchetta, frango caipira tradicional da família",Não,,,,
