cpt_slug,tax_rotas_turisticas,tax_tipo_atrativo,tax_categorias_empreendimentos,pods_resumo_historico,pods_endereco_localizacao,pods_entrada,pods_horario_de_visitacao,pods_guia_necessario,pods_subtitulo_slogan,pods_endereco_completo,pods_telefone_whatsapp,pods_instagram,pods_site_oficial,pods_horario_de_funcionamento,pods_comodidades,pods_destaque_na_home,pods_data_de_inicio,pods_sobre_o_evento,pods_data_de_fim,pods_local_do_evento,pods_valor_do_ingresso,pods_link_de_inscricao_compra,pods_organizador,pods_historia_completa,post_title
empreendimentos,,,Compras e Produtos Locais,"A loja possui autenticidade e combina tradição, estilo e o charme do rústico. Cada peça é escolhida com esmero pela proprietária. Oferece uma variedade impressionante de móveis e objetos de decoração vindos de várias partes do Brasil. Proprietária faz criteriosa curadoria de peças de madeira, objetos de cerâmica de todo o Brasil. Local para quer ter inspiração e ter idéias para de casa de campo e decoração estilo country. Peças para decoradores.","Rod. Br 376, 2131",Consultar,,false,,"Rod. Br 376, 2131, CEP: 83005-446",41995890921,@casadocampomoveisrusticos; @casadocampo699,www.ccmoveisrusticos.com.br,,Estacionamento,,,,,,,,,,Casa do Campo Móveis Rústico e Decoração
empreendimentos,,,Compras e Produtos Locais,"O local é simples e reúne cerâmica e olaria. Os produtos surpreendem pela qualidade e acabamento dos tijolos refratários usados para a construção de fogões a lenha e churrasqueiras, incluindo tijolos maciços, curvos e com diferentes espessuras. Além disso, oferece acessórios de ferro fundido de alta qualidade como fornos, chapas e portas, garantindo um acabamento resistente e duradouro. O proprietários são atenciosos e o local ainda tem equipamentos para quem gosta de cozinhar. O tijolos refratários maciços e curvos de alta qualidade, produtos de ferro da região de Cláudio, MG que combinam perfeitamente com os tijolos; produtos de ferro para cozinha rústica","R. Teófilo Negosek, 296  (Também chamada de Nestor Negoseki)",,,false,,"R. Teófilo Negosek, 296  (Também chamada de Nestor Negoseki), CEP: 83020-836",41985363345,https://linktr.ee/tortatoficial; @tortatoficial,www.tortatoficial.com.br,,Estacionamento,,,,,,,,,,Cerâmica Tortato
empreendimentos,,,Compras e Produtos Locais,"O local é rústico e oferece sucos, doces, salgados e produtos coloniais, venda de cogumelos paris, morango, verduras e legumes. Lanches coloniais, verduras, legumes, morangos, cogumelo Paris.",R. Lisímaco Cruz Area Rural,Consultar,,false,,R. Lisímaco Cruz Area Rural,41997017985,@produtosrzeznik,,,"Estacionamento, Acessibilidade",,,,,,,,,,Chácara Gomes Produtos Rzeznik
empreendimentos,Caminho do Vinho,,Compras e Produtos Locais,"É um centro comercial de médio porte localizado no bairro Costeira. Oferece aproximadamente 32 lojas distribuídas entre comércio e serviços localizada em ponto estratégico para quem está na região, ou próximo ao Caminho do Vinho. Ponto de parada estratégico muito apreciado por ciclistas. Serviços e compras de apoio ao turista/ciclistas","Alameda Arpo, 2565",Consultar,,false,,"Alameda Arpo, 2565, CEP 83010-290",,@r7comercialalameda,,,"Restaurante, Acessibilidade, Estacionamento",,,,,,,,,,Complexo Comercial  R7
empreendimentos,,,Compras e Produtos Locais,"É referência em moda country e também se destaca pelo apoio a eventos da cultura country, incluindo projetos voltados para jovens. Oferece variedade de produtos masculinos, femininos e infantis, incluindo para bebês, além de acessórios de couro legítimo. Destacam-se peças bordadas para rodeios, chapéus em feltro e palha, botas texanas, botinas para trabalho, fivelas, moda campeira e itens tradicionais como tererê e cuia. Desenvolve o projeto 4 x 4 que visa divulgar a cultura country entre jovens.","R. Barão do Cerro Azul, 2828",,,false,,"R. Barão do Cerro Azul, 2828, CEP: 83025-140",41999526687,@copenhagenstorebrasil,www.copenhagenoficial.com.br,,Estacionamento,,,,,,,,,,Copenhagen Store Moda Country
empreendimentos,,,Compras e Produtos Locais,"O Empório Vinhos e Olivas é conhecido por sua seleção sofisticada de produtos importados de alta qualidade, incluindo chocolates Nugali, variedades de azeitonas, tábua de frios com produtos da Vale Fertil e presentes especiais. Também são encontrados queijos, com destaque para o Queijo Tipo Asiago Witmarsum, de sabor doce e delicado e os vinhos selecionados para cada ocasião. Destaques incluem azeitonas, produtos Vale Fértil, caponata siciliana e pão italiano artesanal.","R. Joinville, 3060",,,false,,"R. Joinville, 3060, São Pedro, CEP 83020-000",41991646655,@emporio_vinhoseolivas,,,"Estacionamento, Acessibilidade",,,,,,,,,,Empório Vinhos & Olivas
empreendimentos,,,Compras e Produtos Locais,"Feira dos produtores locais que acontece aos sábados no estacionamento da loja agropecuária CLAC Cooperativa de Laticinios Curitiba Ltda. Nesta feira, são vendidos produtos tais como embutidos, hortaliças, pães caseiros, massas e bolos. Ela permite que os produtores comercializem o excedente de produção que não conseguiram vender durante a semana.","R. Colombo, 1975",,,false,,"R. Colombo, 1975, CEP: 83025-300",4130355850,@cooperativa-de-laticinios-curitiba,https://clac.lwsite.com.br/,,,,,,,,,,,,Feira do Produtor Mercado
empreendimentos,,,Compras e Produtos Locais,"A Fiets se destaca por oferecer bicicletas e equipamentos de alta qualidade para ciclistas de todos os níveis, seja para estrada, pista ou trilha. Ponto de parada e de apoio para ciclistas e simpatizantes, possui um café junto com a loja. A empresa atende tanto atletas profissionais quanto amadores. Além de bicicletas, oferece uma variedade de produtos complementares, como tênis, vestuário, peças e equipamentos.","R. Jorge Mansos do Nascimento Teixeira, 780",Consultar,,false,,"R. Jorge Mansos do Nascimento Teixeira, 780, CEP 83005-500",4131465945,@fietssaojose,www.fiets.com.br,,"Estacionamento, Acessibilidade, Wi-Fi, Restaurante",,,,,,,,,,Fiets Bikes
empreendimentos,,,Compras e Produtos Locais,"A Holy Bikes é uma loja especializada em bicicletas novas e usadas, peças e acessórios, estrategicamente posicionada no complexo R7, por onde passam inúmeros ciclistas. A loja oferece equipamentos de manutenção e apoio aos ciclistas.","Alameda Arpo, 2565, loja 20 Complexo R7",,,false,,"Alameda Arpo, 2565, loja 20 Complexo R7, CEP: 83010-290",4136780193,@holybikessjp,,,,,,,,,,,,,Holy Bikes
empreendimentos,,,Compras e Produtos Locais,"Oferece compras estratégicas para o dia a dia para os moradores locais e para quem está passando pela região. São encontrados itens básicos como alimentos, itens de higiene e limpeza, água, cuias para chimarrão, etc.","R. Carlos Kusma, 59",,,false,,"R. Carlos Kusma, 59, CEP 83183-000",41995919333,,,,Estacionamento,,,,,,,,,,Mercado Zeglin
empreendimentos,,,Compras e Produtos Locais,"Roni Sebben é um ecodesigner e empresário de projetos de madeira além de proprietário de reserva particular na Serra da Guaricana. Roni transforma troncos descartados e árvores retiradas pela Copel em bancos, esculturas de madeira, puffs de eucalipto. Suas peças valorizam e dão visibilidade ao material natural e também proporciona uma destinação nobre para a madeira. Produtos rústicos que harmonizam-se com a paisagem.",Estrada da Velha Guaricana,Consultar,,false,,Estrada da Velha Guaricana,4199957851,@roni.sebben,,,Acessibilidade,,,,,,,,,,Mobiliario do Designer Roni Sebben
empreendimentos,Rota das Colônias,,Compras e Produtos Locais,"Empresa familiar que se dedica à produção artesanal de doces e molho de tomate. Boa parte das matérias-primas utilizadas na produção é cultivada na propriedade da família. O pomar da agroindústria funciona como uma sala de aula aberta, sendo procurado desde estudantes universitários à escoteiros que se interessam em conhecer a produção agrícola da família. Oferece visitas guiadas ao pomar.","R. Dr. Murici, 7166",,,true,,"R. Dr. Murici, 7166, CEP 83085-235",41992446016,@g.konhol,,,"Estacionamento, Visita Guiada",,,,,,,,,,Konhol Agroindústria Geleias e Doces
empreendimentos,Caminho do Vinho,,Compras e Produtos Locais,"Produção de morangos in natura e congelados. Seus frutos são muito apreciados pelos moradores locais, comerciantes e boleiras da região que usam a fruta no preparo de arranjos. A propriedade cultiva morangos para abastecer a Ceasa. As encomendas devem ser feitas previamente pelo whatsapp e agendar o horário para retirada no local.","R. Benjamim Negoseki, 5556A",Consultar,,false,,"R. Benjamim Negoseki, 5556A, CEP 83021-250",41991962966,,,,"Estacionamento, Acessibilidade",,,,,,,,,,Pezão Morangos
empreendimentos,,,Compras e Produtos Locais,"Loja indicada para quem aprecia as modas campeira e country. Oferece produtos veterinários, rações em geral e selaria. É reconhecida pelo incentivo ao desenvolvimento agropecuário no município e realiza entregas para todo o Brasil. Dispõe de uma ampla variedade de trajes gaúchos e country, incluindo calças, botas, chapéus masculinos e femininos, cintos e produtos de couro, além de ponchos femininos, saias de prenda, bombachas capeiras, ponchos crioulo e saias em Oxford.","R. Joinville, 3829",Consultar,,false,,"R. Joinville, 3829, CEP: 83005-550",41992254009,@ponchocrioulo,,,"Estacionamento, Acessibilidade",,,,,,,,,,Poncho Crioulo
empreendimentos,Caminho do Vinho,,Compras e Produtos Locais,"Oferece móveis rústicos de fabricação própria feitos com madeira de demolição. Destacam-se as tradicionais cristaleiras de madeira de peroba, os bancos com couro, as grandes mesas de madeira com cadeiras ripadas, dentre outros. Móveis pesados e resistentes.","Rodovia BR 376 km 14 n15250 , São José dos Pinhais PR, 83015-000",Consultar,,false,Uma loja para quem gosta de apreciar a arte de trabalhar a madeira,"Rodovia BR 376 km 14 n15250 , São José dos Pinhais PR, 83015-000",41992056339,@portalmoveisrusticos; @portalmoveisrusticosmurici,,,"Estacionamento, Acessibilidade",,,,,,,,,,Portal Móveis Rústicos
empreendimentos,Destinos do Campo,,Compras e Produtos Locais,"Carla Helena e Antonio Gualano trazem a autêntica tradição italiana à Queijaria Sapori Italiani, produzindo queijos artesanais com leite de vaca Jersey de alta qualidade, com curas que variam de 2 a 10 meses. São destaques a ricota cremosa, o caciocavallo, queijos trança, Scamorza e San Gargano. A queijaria tem como referência cultural e gastronômica Puglia, região Sul da Itália onde a família de Antônio produz queijos há quase 50 anos. Queijo Caciocavallo Medalha PRATA no VI Prêmio Queijo Brasil, 2023; Queijo Scamorza ao vinho Medalha OURO no VI Prêmio Queijo Brasil, 2023.","R. Estéfano Woicikievisz, 12",,,false,,"R. Estéfano Woicikievisz, 12, CEP: 83085-505",41997848684,@queijariasaporiitalian,https://linktr.ee/queijariasaporiitaliani,,"Estacionamento, Acessibilidade",,,,,,,,,,Queijaria Sapori Italiane
empreendimentos,,,Compras e Produtos Locais,"Destaca-se por ter a maior cuia do Brasil em sua área externa, medindo 12,20m de altura e 5,5m de diâmetro, sendo também a única cuia giratória do país. Atende às necessidades dos amantes da cultura gaúcha. É uma loja completa do sul do Brasil, oferecendo uma variedade de produtos típicos, como erva mate, cachaças e itens de moda sulista. Com belas palas femininas, cuias e bombas para chimarrão, seleção de facas e produtos de decoração. É uma loja completa para quem deseja conhecer a cultura do Sul. Oferece também vários tipos de cachaças brasileiras e produtos mineiros.","Av. das Américas, 2212",Consultar,,false,,"Av. das Américas, 2212, CEP: 83030-640",41997630092,@ranchodacuia; @rancho.da.cuia,www.ranchodacuia.com.br,,"Estacionamento, Acessibilidade",,,,,,,,,,Rancho da Cuia
empreendimentos,Destinos do Campo,,Compras e Produtos Locais,"A propriedade produz queijos artesanais sem adição de conservantes. Entre seus produtos, destacam-se o queijo minas frescal com limão e ervas, frescal temperado, frescal em formato de coração, nozinho grande, mininozinho, queijo meia cura e doce de leite. A empresa realiza entregas em Curitiba e região. Queijo Minas Frescal temperado com limão e ervas e mininozinho","R. Carlos Kuzma, S/N, a 1,4 Km da Capela |N. Senhor Bom Jesus  Campestre da Faxina",Consultar,,false,,,41995337797,@rancho2irmaos,,,,,,,,,,,,,Rancho dois Irmãos
empreendimentos,,,Compras e Produtos Locais,"Esta localizada na galeria do supermercado Condor. A loja foi criada inicialmente para oferecer ao mercado opções de presentes masculinos. Possui uma variedade de facas personalizadas que destacam pelo design e qualidade além de brindes corporativos. Facas de design diferenciado de alta qualidade, tábua de madeira madeiras nobres.","R. Joinville, 3001 Loja 07 (Dentro da galeria do supermercado Condor)",Consultar,,false,,"R. Joinville, 3001 Loja 07 (Dentro da galeria do supermercado Condor), São Pedro, 83020-000",41984806622,@rkfacas_eacessorios,,,"Estacionamento, Acessibilidade",,,,,,,,,,RK Gravações à Laser
empreendimentos,Rota das Colônias,,Compras e Produtos Locais,"Localizada perto do Orquidário das Araucárias, o artesão Reginaldo Haluch produz vários tipos de facas artesanais tais como faca de pesca, santoku, facão kukri, acabamento brut forge e diversos produtos relacionados com a arte da cutelaria. Produz espetos de aço para churrasco, recupera antigos facões, afia disco de arado, vende bainhas e canivetes e faz manutenção de facas, troca de cabos e afiações em geral tais como de disco de arado a alicate de cutícula. Também faz cópia de chaves.","Rua Isidoro Haluch,110 B",,,false,Local de produção de facas artesanais,"Rua Isidoro Haluch,110 B",41999253293,@regi_haluch,,,Acessibilidade,,,,,,,,,,RM Cutelaria
empreendimentos,Rota das Colônias,,Compras e Produtos Locais,"Oferece produtos coloniais 100% suínos, produzidos artesanalmente. Utiliza matéria-prima de alta qualidade para elaborar linguiças, salames, torresmo e banha, com destaque para a linguiça Blumenau, vendida na loja da fábrica. Os visitantes costumam ser atendidos pelo proprietário. Os produtos da salumeria também podem ser encontrados na Feira do Produtor que acontece aos sábados, das 06:00h às 10:00h, na Loja Agropecuária CLAC.","R. José Francisco Negoseki, 589",,,false,,"R. José Francisco Negoseki, 589, CEP 84020-838",41991928825,@salumeria.negosek,,,Estacionamento,,,,,,,,,,Salumeria Negosek
empreendimentos,,,Compras e Produtos Locais,"A loja da fábrica dos produtos Setim está localizada no bairro São Pedro. Oferece oportunidade de compras de excelentes produtos coloniais dentro da cidade, para pessoas que não têm tempo de ir até as colônias. Comercializa conservas, embutidos, doces e compostas típicas, como os tradicionais roll-mops, conserva de sardinha tipicamente alemã, ovos de codorna, dentre outras.","R. São Pedro do Ivaí, 322",,,false,,"R. São Pedro do Ivaí, 322, CEP 83020-070",41999835008,,,,,,,,,,,,,,Setim alimentos
empreendimentos,,,Compras e Produtos Locais,"Localizado na região central e a 7 minutos do aeroporto, possui mais de 170 lojas que se distribuem entre moda, lazer, serviços para o dia a dia, praça de alimentação, cinemas Cinemark. Oferece vasta programação de lazer, ações de sustentabilidade e diversas comodidades. Possui casa de câmbio, lavanderia, salão de beleza, quiosque para impressão de documentos, chaveiro, dentre outros serviços de apoio ao turista.","Rua Izabel A Redentora, 1434",,,false,,"Rua Izabel A Redentora, 1434, Centro, CEP 83005-010",4130351500,@shopsaojose; https://linktr.ee/ShoppingSaoJose,www.shoppingsaojose.com.br,,"Estacionamento, Acessibilidade",,,,,,,,,,Shopping  São José
